job_id,experiment_name,model_name,batch_size,num_workers,cpus_per_task,epochs,optimizer,learning_rate,scheduler,amp,total_runtime_sec,avg_samples_per_sec,avg_step_time_sec,avg_data_time_sec,avg_compute_time_sec,data_time_ratio,best_val_loss,best_val_top1,best_val_top5,final_test_loss,final_test_top1,final_test_top5,torch_peak_allocated_mb,torch_peak_reserved_mb,success,error
1147,resnet152_bs64_workers4_cpus4,resnet152,64,4,4,20,sgd,0.1,cosine,false,2404.411947,408.7954,0.156363,0.000379,0.155984,0.002427,1.184605,66.66,90.64,1.16399,67.28,90.74,3904.1602,4446.0,true,
