job_id,experiment_name,model_name,batch_size,num_workers,cpus_per_task,epochs,optimizer,learning_rate,scheduler,amp,total_runtime_sec,avg_samples_per_sec,avg_step_time_sec,avg_data_time_sec,avg_compute_time_sec,data_time_ratio,best_val_loss,best_val_top1,best_val_top5,final_test_loss,final_test_top1,final_test_top5,torch_peak_allocated_mb,torch_peak_reserved_mb,success,error
1149,resnet34_bs128_workers4_cpus4,resnet34,128,4,4,20,sgd,0.1,cosine,false,563.415376,1823.7979,0.070096,0.00063,0.069466,0.00899,1.245001,66.76,90.1,1.232266,66.67,89.62,1287.0684,1764.0,true,
