job_id,experiment_name,model_name,gpu_name,samples,gpu_memory_total_mb,nvidia_smi_max_memory_used_mb,nvidia_smi_avg_memory_used_mb,nvidia_smi_avg_gpu_utilization,nvidia_smi_max_gpu_utilization,nvidia_smi_avg_memory_utilization,nvidia_smi_max_memory_utilization,nvidia_smi_avg_power_draw_w,nvidia_smi_max_power_draw_w,nvidia_smi_avg_temperature_c,nvidia_smi_max_temperature_c
1150,resnet50_bs128_workers4_cpus4,resnet50,Tesla V100-SXM2-32GB,972,32768.0,4842.0,4807.7346,90.5134,100.0,59.2006,68.0,254.8852,304.79,62.9774,69.0
