job_id,experiment_name,model_name,batch_size,num_workers,cpus_per_task,epochs,optimizer,learning_rate,scheduler,amp,total_runtime_sec,avg_samples_per_sec,avg_step_time_sec,avg_data_time_sec,avg_compute_time_sec,data_time_ratio,best_val_loss,best_val_top1,best_val_top5,final_test_loss,final_test_top1,final_test_top5,torch_peak_allocated_mb,torch_peak_reserved_mb,success,error
1145,custom,resnet34,128,4,4,20,sgd,0.1,cosine,false,549.625672,1834.937,0.06967,0.000658,0.069012,0.009447,1.247585,66.38,89.8,1.244657,66.51,89.5,1287.0684,1764.0,true,
