job_id,experiment_name,model_name,epoch,step,batch_size,num_workers,cpus_per_task,loss,top1,top5,data_time_sec,compute_time_sec,step_time_sec,samples_per_sec,torch_mem_allocated_mb,torch_mem_reserved_mb,torch_max_mem_allocated_mb,torch_max_mem_reserved_mb
1148,resnet18_bs128_workers4_cpus4,resnet18,1,1,128,4,4,4.782684,0.78125,3.125,0.481646,1.025888,1.507534,84.9069,104.8325,1340.0,871.9517,1340.0
1148,resnet18_bs128_workers4_cpus4,resnet18,1,2,128,4,4,4.69483,2.34375,3.125,0.000309,0.042446,0.042755,2993.7991,104.8325,1342.0,915.0059,1342.0
1148,resnet18_bs128_workers4_cpus4,resnet18,1,3,128,4,4,4.748964,3.125,8.59375,0.000175,0.042854,0.043028,2974.7726,104.8325,1342.0,915.0059,1342.0
1148,resnet18_bs128_workers4_cpus4,resnet18,1,4,128,4,4,5.127816,0.78125,7.8125,0.000235,0.042225,0.04246,3014.6039,104.8325,1342.0,915.0059,1342.0
1148,resnet18_bs128_workers4_cpus4,resnet18,1,5,128,4,4,5.291957,0.78125,5.46875,0.000262,0.041431,0.041693,3070.0729,104.8325,1342.0,915.0059,1342.0
1148,resnet18_bs128_workers4_cpus4,resnet18,1,6,128,4,4,5.980235,0.78125,5.46875,0.000411,0.040371,0.040782,3138.6039,104.8325,1342.0,915.0059,1342.0
1148,resnet18_bs128_workers4_cpus4,resnet18,1,7,128,4,4,5.255929,0.78125,7.03125,0.000245,0.040561,0.040806,3136.8048,104.8325,1342.0,915.0059,1342.0
1148,resnet18_bs128_workers4_cpus4,resnet18,1,8,128,4,4,5.718858,2.34375,3.90625,0.000218,0.040446,0.040663,3147.7873,104.8325,1342.0,915.0059,1342.0
1148,resnet18_bs128_workers4_cpus4,resnet18,1,9,128,4,4,5.180086,0.78125,9.375,0.000232,0.03949,0.039722,3222.4187,104.8325,1342.0,915.0059,1342.0
1148,resnet18_bs128_workers4_cpus4,resnet18,1,10,128,4,4,4.815675,3.125,10.15625,0.000273,0.039223,0.039497,3240.7871,104.8325,1342.0,915.0059,1342.0
1148,resnet18_bs128_workers4_cpus4,resnet18,1,11,128,4,4,4.980018,0.78125,8.59375,0.000219,0.039201,0.03942,3247.0511,104.8325,1342.0,915.0059,1342.0
1148,resnet18_bs128_workers4_cpus4,resnet18,1,12,128,4,4,5.415816,1.5625,4.6875,0.000664,0.039171,0.039835,3213.2145,104.8325,1342.0,915.0059,1342.0
1148,resnet18_bs128_workers4_cpus4,resnet18,1,13,128,4,4,5.025666,2.34375,5.46875,0.000672,0.039081,0.039753,3219.9222,104.8325,1342.0,915.0059,1342.0
1148,resnet18_bs128_workers4_cpus4,resnet18,1,14,128,4,4,5.260864,2.34375,7.8125,0.000215,0.038683,0.038898,3290.6631,104.8325,1342.0,915.0059,1342.0
1148,resnet18_bs128_workers4_cpus4,resnet18,1,15,128,4,4,4.983336,2.34375,11.71875,0.000188,0.039155,0.039344,3253.3886,104.8325,1342.0,915.0059,1342.0
1148,resnet18_bs128_workers4_cpus4,resnet18,1,16,128,4,4,5.146694,0.0,7.03125,0.000459,0.038915,0.039374,3250.8567,104.8325,1342.0,915.0059,1342.0
