job_id,experiment_name,model_name,epoch,step,batch_size,num_workers,cpus_per_task,loss,top1,top5,data_time_sec,compute_time_sec,step_time_sec,samples_per_sec,torch_mem_allocated_mb,torch_mem_reserved_mb,torch_max_mem_allocated_mb,torch_max_mem_reserved_mb
1150,resnet50_bs128_workers4_cpus4,resnet50,1,1,128,4,4,4.819383,0.78125,6.25,0.48926,1.055371,1.544631,82.8677,204.2715,4448.0,3273.4531,4448.0
1150,resnet50_bs128_workers4_cpus4,resnet50,1,2,128,4,4,8.156993,1.5625,6.25,0.000373,0.134633,0.135006,948.1049,203.6465,4448.0,3370.6353,4448.0
1150,resnet50_bs128_workers4_cpus4,resnet50,1,3,128,4,4,7.686504,0.78125,6.25,0.000296,0.127813,0.128109,999.1463,203.6465,4448.0,3370.6353,4448.0
1150,resnet50_bs128_workers4_cpus4,resnet50,1,4,128,4,4,9.660825,3.125,8.59375,0.000294,0.124569,0.124863,1025.1257,203.6465,4448.0,3370.6353,4448.0
1150,resnet50_bs128_workers4_cpus4,resnet50,1,5,128,4,4,9.129214,0.78125,6.25,0.000657,0.123766,0.124423,1028.7462,203.6465,4448.0,3370.6353,4448.0
1150,resnet50_bs128_workers4_cpus4,resnet50,1,6,128,4,4,7.7252,0.0,7.8125,0.000182,0.122883,0.123065,1040.1046,203.6465,4448.0,3370.6353,4448.0
1150,resnet50_bs128_workers4_cpus4,resnet50,1,7,128,4,4,10.011621,0.78125,3.90625,0.000298,0.123591,0.123889,1033.1828,203.6465,4448.0,3370.6353,4448.0
1150,resnet50_bs128_workers4_cpus4,resnet50,1,8,128,4,4,9.584459,0.0,1.5625,0.000431,0.122697,0.123128,1039.5716,203.6465,4448.0,3370.6353,4448.0
1150,resnet50_bs128_workers4_cpus4,resnet50,1,9,128,4,4,6.516469,0.78125,3.90625,0.000323,0.123048,0.123371,1037.521,203.6465,4448.0,3370.6353,4448.0
1150,resnet50_bs128_workers4_cpus4,resnet50,1,10,128,4,4,12.754448,0.0,6.25,0.000275,0.122753,0.123028,1040.4094,203.6465,4448.0,3370.6353,4448.0
