job_id,experiment_name,model_name,gpu_name,samples,gpu_memory_total_mb,nvidia_smi_max_memory_used_mb,nvidia_smi_avg_memory_used_mb,nvidia_smi_avg_gpu_utilization,nvidia_smi_max_gpu_utilization,nvidia_smi_avg_memory_utilization,nvidia_smi_max_memory_utilization,nvidia_smi_avg_power_draw_w,nvidia_smi_max_power_draw_w,nvidia_smi_avg_temperature_c,nvidia_smi_max_temperature_c
1148,resnet18_bs128_workers4_cpus4,resnet18,Tesla V100-SXM2-32GB,339,32768.0,1736.0,1701.6283,81.6578,93.0,58.2419,67.0,217.5048,267.78,56.4926,63.0
