job_id,experiment_name,model_name,batch_size,num_workers,cpus_per_task,epochs,optimizer,learning_rate,scheduler,amp,total_runtime_sec,avg_samples_per_sec,avg_step_time_sec,avg_data_time_sec,avg_compute_time_sec,data_time_ratio,best_val_loss,best_val_top1,best_val_top5,final_test_loss,final_test_top1,final_test_top5,torch_peak_allocated_mb,torch_peak_reserved_mb,success,error
1151,resnet101_bs64_workers4_cpus4,resnet101,64,4,4,20,sgd,0.1,cosine,false,1695.003864,589.149,0.108496,0.0004,0.108097,0.003684,1.167727,66.58,90.98,1.158489,66.92,90.71,2780.9321,3056.0,true,
