job_id,experiment_name,model_name,epoch,batch_size,num_workers,cpus_per_task,train_loss,train_top1,train_top5,val_loss,val_top1,val_top5,epoch_time_sec,avg_samples_per_sec,avg_step_time_sec,avg_data_time_sec,avg_compute_time_sec,data_time_ratio,torch_peak_allocated_mb,torch_peak_reserved_mb
1150,resnet50_bs128_workers4_cpus4,resnet50,1,128,4,4,4.807435,1.575556,6.702222,4.535941,2.32,7.92,48.915981,1001.6252,0.127633,0.001707,0.125926,0.013375,3370.6353,4448.0
1150,resnet50_bs128_workers4_cpus4,resnet50,2,128,4,4,4.406975,2.973333,12.597778,4.199951,4.68,19.0,47.653675,1033.762,0.123666,0.000532,0.123134,0.004302,3370.6353,4448.0
1150,resnet50_bs128_workers4_cpus4,resnet50,3,128,4,4,4.021663,6.728889,24.308889,3.901936,8.06,28.36,48.107773,1033.4446,0.123704,0.00056,0.123144,0.004525,3370.6353,4448.0
1150,resnet50_bs128_workers4_cpus4,resnet50,4,128,4,4,3.766117,10.504444,33.242222,3.585121,13.2,38.92,47.957326,1034.4596,0.123582,0.00053,0.123052,0.004287,3370.6353,4448.0
1150,resnet50_bs128_workers4_cpus4,resnet50,5,128,4,4,3.507888,15.586667,41.482222,3.363105,17.28,45.58,48.168589,1031.1663,0.123977,0.000546,0.123431,0.004401,3370.6353,4448.0
1150,resnet50_bs128_workers4_cpus4,resnet50,6,128,4,4,3.270163,19.851111,47.92,3.130709,22.62,51.7,48.633012,1032.164,0.123857,0.000544,0.123313,0.004391,3370.6353,4448.0
1150,resnet50_bs128_workers4_cpus4,resnet50,7,128,4,4,3.04974,24.113333,54.106667,2.984389,24.46,55.36,47.740394,1028.8033,0.124262,0.000593,0.123669,0.004771,3370.6353,4448.0
1150,resnet50_bs128_workers4_cpus4,resnet50,8,128,4,4,2.870715,27.508889,58.533333,2.929347,26.76,57.32,51.800888,1031.064,0.123989,0.00054,0.123449,0.004359,3370.6353,4448.0
1150,resnet50_bs128_workers4_cpus4,resnet50,9,128,4,4,2.698247,30.922222,62.737778,2.693295,31.92,63.16,47.539646,1030.0415,0.124112,0.000467,0.123645,0.003766,3370.6353,4448.0
1150,resnet50_bs128_workers4_cpus4,resnet50,10,128,4,4,2.501808,35.224444,67.284444,2.602029,33.62,64.72,47.603547,1031.6578,0.123918,0.000494,0.123424,0.00399,3370.6353,4448.0
1150,resnet50_bs128_workers4_cpus4,resnet50,11,128,4,4,2.325007,38.935556,71.126667,2.399637,37.0,69.66,47.559341,1029.7001,0.124154,0.000492,0.123662,0.003963,3370.6353,4448.0
1150,resnet50_bs128_workers4_cpus4,resnet50,12,128,4,4,2.164583,42.244444,74.222222,2.349819,39.2,70.6,47.26913,1032.1838,0.123855,0.000606,0.123249,0.004895,3370.6353,4448.0
1150,resnet50_bs128_workers4_cpus4,resnet50,13,128,4,4,2.004434,45.757778,77.377778,2.107846,43.8,75.3,47.960459,1034.0682,0.123629,0.000602,0.123027,0.004873,3370.6353,4448.0
1150,resnet50_bs128_workers4_cpus4,resnet50,14,128,4,4,1.838572,49.735556,80.568889,2.021292,45.92,76.5,46.937668,1037.4907,0.123221,0.000491,0.12273,0.003983,3370.6353,4448.0
1150,resnet50_bs128_workers4_cpus4,resnet50,15,128,4,4,1.686083,53.246667,83.153333,1.96267,47.76,78.24,48.271742,1034.5999,0.123566,0.000698,0.122868,0.005648,3370.6353,4448.0
1150,resnet50_bs128_workers4_cpus4,resnet50,16,128,4,4,1.532295,57.168889,85.904444,1.812291,51.32,80.8,47.457189,1037.2531,0.123249,0.000601,0.122649,0.004874,3370.6353,4448.0
1150,resnet50_bs128_workers4_cpus4,resnet50,17,128,4,4,1.387627,60.568889,87.944444,1.652357,55.34,83.22,47.089312,1034.963,0.123522,0.000634,0.122888,0.005132,3370.6353,4448.0
1150,resnet50_bs128_workers4_cpus4,resnet50,18,128,4,4,1.252519,64.166667,89.802222,1.618776,56.14,84.08,48.752264,1038.1828,0.123139,0.00049,0.122649,0.003977,3370.6353,4448.0
1150,resnet50_bs128_workers4_cpus4,resnet50,19,128,4,4,1.148413,66.873333,91.446667,1.542081,58.2,85.42,47.017789,1037.826,0.123181,0.000422,0.122759,0.003427,3370.6353,4448.0
1150,resnet50_bs128_workers4_cpus4,resnet50,20,128,4,4,1.087985,68.737778,92.14,1.511244,58.7,85.6,50.745738,1039.2351,0.123014,0.00045,0.122564,0.003659,3370.6353,4448.0
