timestamp, index, name, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.used [MiB], memory.free [MiB], power.draw [W], temperature.gpu
2026/06/18 12:12:01.897, 0, Tesla V100-SXM2-32GB, 0 %, 0 %, 32768 MiB, 0 MiB, 32495 MiB, 41.65 W, 32
2026/06/18 12:12:02.900, 0, Tesla V100-SXM2-32GB, 0 %, 0 %, 32768 MiB, 0 MiB, 32495 MiB, 41.28 W, 32
2026/06/18 12:12:03.902, 0, Tesla V100-SXM2-32GB, 0 %, 0 %, 32768 MiB, 0 MiB, 32495 MiB, 41.57 W, 32
2026/06/18 12:12:04.905, 0, Tesla V100-SXM2-32GB, 0 %, 0 %, 32768 MiB, 0 MiB, 32495 MiB, 41.76 W, 32
2026/06/18 12:12:05.908, 0, Tesla V100-SXM2-32GB, 0 %, 0 %, 32768 MiB, 0 MiB, 32495 MiB, 41.30 W, 32
2026/06/18 12:12:06.910, 0, Tesla V100-SXM2-32GB, 1 %, 0 %, 32768 MiB, 30 MiB, 32465 MiB, 55.80 W, 32
2026/06/18 12:12:07.914, 0, Tesla V100-SXM2-32GB, 0 %, 0 %, 32768 MiB, 458 MiB, 32037 MiB, 56.73 W, 33
2026/06/18 12:12:08.917, 0, Tesla V100-SXM2-32GB, 83 %, 62 %, 32768 MiB, 2156 MiB, 30339 MiB, 221.36 W, 36
2026/06/18 12:12:09.923, 0, Tesla V100-SXM2-32GB, 93 %, 70 %, 32768 MiB, 2156 MiB, 30339 MiB, 256.41 W, 39
2026/06/18 12:12:10.926, 0, Tesla V100-SXM2-32GB, 93 %, 70 %, 32768 MiB, 2156 MiB, 30339 MiB, 251.45 W, 40
2026/06/18 12:12:11.929, 0, Tesla V100-SXM2-32GB, 93 %, 69 %, 32768 MiB, 2156 MiB, 30339 MiB, 267.60 W, 41
2026/06/18 12:12:12.931, 0, Tesla V100-SXM2-32GB, 92 %, 68 %, 32768 MiB, 2156 MiB, 30339 MiB, 272.21 W, 42
2026/06/18 12:12:13.934, 0, Tesla V100-SXM2-32GB, 94 %, 69 %, 32768 MiB, 2156 MiB, 30339 MiB, 276.71 W, 43
2026/06/18 12:12:14.936, 0, Tesla V100-SXM2-32GB, 93 %, 68 %, 32768 MiB, 2156 MiB, 30339 MiB, 278.81 W, 43
2026/06/18 12:12:15.938, 0, Tesla V100-SXM2-32GB, 94 %, 69 %, 32768 MiB, 2156 MiB, 30339 MiB, 277.01 W, 44
2026/06/18 12:12:16.940, 0, Tesla V100-SXM2-32GB, 93 %, 68 %, 32768 MiB, 2156 MiB, 30339 MiB, 273.83 W, 44
