job_id,experiment_name,model_name,gpu_name,samples,gpu_memory_total_mb,nvidia_smi_max_memory_used_mb,nvidia_smi_avg_memory_used_mb,nvidia_smi_avg_gpu_utilization,nvidia_smi_max_gpu_utilization,nvidia_smi_avg_memory_utilization,nvidia_smi_max_memory_utilization,nvidia_smi_avg_power_draw_w,nvidia_smi_max_power_draw_w,nvidia_smi_avg_temperature_c,nvidia_smi_max_temperature_c
1145,custom,resnet34,Tesla V100-SXM2-32GB,555,32768.0,2158.0,2127.6216,87.6667,96.0,64.7117,72.0,246.5686,301.03,56.4775,62.0
