job_id,experiment_name,model_name,gpu_name,samples,gpu_memory_total_mb,nvidia_smi_max_memory_used_mb,nvidia_smi_avg_memory_used_mb,nvidia_smi_avg_gpu_utilization,nvidia_smi_max_gpu_utilization,nvidia_smi_avg_memory_utilization,nvidia_smi_max_memory_utilization,nvidia_smi_avg_power_draw_w,nvidia_smi_max_power_draw_w,nvidia_smi_avg_temperature_c,nvidia_smi_max_temperature_c
1149,resnet34_bs128_workers4_cpus4,resnet34,Tesla V100-SXM2-32GB,569,32768.0,2158.0,2128.4218,84.9315,95.0,62.6591,72.0,245.5486,303.57,54.3726,59.0
