job_id,experiment_name,model_name,epoch,batch_size,num_workers,cpus_per_task,train_loss,train_top1,train_top5,val_loss,val_top1,val_top5,epoch_time_sec,avg_samples_per_sec,avg_step_time_sec,avg_data_time_sec,avg_compute_time_sec,data_time_ratio,torch_peak_allocated_mb,torch_peak_reserved_mb
1149,resnet34_bs128_workers4_cpus4,resnet34,1,128,4,4,4.260737,5.082222,19.4,3.916038,8.74,28.56,29.093145,1731.4286,0.073836,0.001865,0.07197,0.025261,1287.0684,1764.0
1149,resnet34_bs128_workers4_cpus4,resnet34,2,128,4,4,3.767868,10.935556,33.573333,3.530439,14.12,41.0,27.683242,1834.8611,0.069673,0.000555,0.069119,0.007962,1287.0684,1764.0
1149,resnet34_bs128_workers4_cpus4,resnet34,3,128,4,4,3.39689,17.264444,44.817778,3.286993,18.44,49.66,27.726929,1823.2981,0.070115,0.000519,0.069596,0.007398,1287.0684,1764.0
1149,resnet34_bs128_workers4_cpus4,resnet34,4,128,4,4,3.106201,22.415556,52.875556,3.042715,24.26,54.32,27.85377,1836.6962,0.069604,0.000532,0.069071,0.007648,1287.0684,1764.0
1149,resnet34_bs128_workers4_cpus4,resnet34,5,128,4,4,2.842883,27.642222,59.497778,2.813255,29.08,60.76,27.685409,1835.3643,0.069654,0.000506,0.069148,0.007271,1287.0684,1764.0
1149,resnet34_bs128_workers4_cpus4,resnet34,6,128,4,4,2.617467,32.506667,64.991111,2.555077,34.62,65.76,28.308582,1832.4275,0.069766,0.000573,0.069193,0.008211,1287.0684,1764.0
1149,resnet34_bs128_workers4_cpus4,resnet34,7,128,4,4,2.396755,36.946667,69.808889,2.57019,32.84,65.5,27.163796,1830.4201,0.069842,0.00057,0.069272,0.008168,1287.0684,1764.0
1149,resnet34_bs128_workers4_cpus4,resnet34,8,128,4,4,2.197035,41.391111,73.824444,2.390854,37.46,69.5,27.711805,1830.5817,0.069836,0.000594,0.069242,0.008505,1287.0684,1764.0
1149,resnet34_bs128_workers4_cpus4,resnet34,9,128,4,4,2.01128,45.508889,77.702222,2.159162,42.26,75.0,28.200413,1830.866,0.069825,0.000558,0.069268,0.007984,1287.0684,1764.0
1149,resnet34_bs128_workers4_cpus4,resnet34,10,128,4,4,1.830657,49.633333,80.98,2.029307,46.66,76.28,28.640535,1824.4365,0.070071,0.000566,0.069505,0.008084,1287.0684,1764.0
1149,resnet34_bs128_workers4_cpus4,resnet34,11,128,4,4,1.661731,53.78,83.8,2.069869,45.58,76.48,27.545291,1831.938,0.069785,0.000543,0.069242,0.007775,1287.0684,1764.0
1149,resnet34_bs128_workers4_cpus4,resnet34,12,128,4,4,1.497454,57.688889,86.313333,1.788825,51.02,81.66,27.549915,1830.2639,0.069848,0.000529,0.069319,0.007577,1287.0684,1764.0
1149,resnet34_bs128_workers4_cpus4,resnet34,13,128,4,4,1.341895,61.635556,88.937778,1.665389,54.42,83.5,32.971701,1832.6495,0.069757,0.000494,0.069263,0.007089,1287.0684,1764.0
1149,resnet34_bs128_workers4_cpus4,resnet34,14,128,4,4,1.184678,65.431111,91.046667,1.600937,55.66,84.68,27.378475,1831.2132,0.069812,0.000496,0.069316,0.007109,1287.0684,1764.0
1149,resnet34_bs128_workers4_cpus4,resnet34,15,128,4,4,1.020967,70.095556,93.1,1.468947,59.8,86.88,27.273528,1821.4576,0.070186,0.000524,0.069662,0.00747,1287.0684,1764.0
1149,resnet34_bs128_workers4_cpus4,resnet34,16,128,4,4,0.863674,74.493333,95.035556,1.367085,62.68,88.26,27.933115,1826.6094,0.069988,0.000538,0.06945,0.007683,1287.0684,1764.0
1149,resnet34_bs128_workers4_cpus4,resnet34,17,128,4,4,0.712896,79.057778,96.406667,1.307162,64.0,89.3,27.678718,1826.9087,0.069977,0.000627,0.06935,0.008961,1287.0684,1764.0
1149,resnet34_bs128_workers4_cpus4,resnet34,18,128,4,4,0.572192,83.413333,97.682222,1.283449,64.7,89.3,27.444122,1821.2115,0.070196,0.000625,0.06957,0.00891,1287.0684,1764.0
1149,resnet34_bs128_workers4_cpus4,resnet34,19,128,4,4,0.479425,86.417778,98.353333,1.245001,66.76,90.1,27.956289,1825.123,0.070045,0.000701,0.069344,0.010003,1287.0684,1764.0
1149,resnet34_bs128_workers4_cpus4,resnet34,20,128,4,4,0.430464,88.097778,98.677778,1.242841,66.36,89.9,26.745411,1823.6286,0.070102,0.000686,0.069416,0.009792,1287.0684,1764.0
