job_id,experiment_name,model_name,epoch,batch_size,num_workers,cpus_per_task,train_loss,train_top1,train_top5,val_loss,val_top1,val_top5,epoch_time_sec,avg_samples_per_sec,avg_step_time_sec,avg_data_time_sec,avg_compute_time_sec,data_time_ratio,torch_peak_allocated_mb,torch_peak_reserved_mb
1151,resnet101_bs64_workers4_cpus4,resnet101,1,64,4,4,4.628611,2.086667,8.568889,4.344345,3.4,11.86,86.403513,578.3577,0.110521,0.000806,0.109715,0.007293,2780.9321,3056.0
1151,resnet101_bs64_workers4_cpus4,resnet101,2,64,4,4,4.139826,5.055556,20.173333,3.93516,7.46,26.6,84.353567,590.0067,0.108339,0.000327,0.108011,0.003022,2780.9321,3056.0
1151,resnet101_bs64_workers4_cpus4,resnet101,3,64,4,4,3.854038,9.324444,30.415556,3.730802,10.82,34.68,87.218479,590.5914,0.108231,0.000322,0.107909,0.002979,2780.9321,3056.0
1151,resnet101_bs64_workers4_cpus4,resnet101,4,64,4,4,3.603171,13.455556,38.488889,3.426332,17.3,44.52,83.436637,590.6757,0.108216,0.000309,0.107907,0.002858,2780.9321,3056.0
1151,resnet101_bs64_workers4_cpus4,resnet101,5,64,4,4,3.341454,18.286667,46.693333,3.295104,19.36,48.14,84.092989,588.9195,0.108539,0.000397,0.108141,0.003662,2780.9321,3056.0
1151,resnet101_bs64_workers4_cpus4,resnet101,6,64,4,4,3.099274,22.471111,52.988889,3.766761,23.18,52.52,83.288012,589.1995,0.108487,0.00046,0.108027,0.004244,2780.9321,3056.0
1151,resnet101_bs64_workers4_cpus4,resnet101,7,64,4,4,2.801184,28.275556,60.355556,2.960903,26.36,58.1,83.930604,590.5145,0.108245,0.000277,0.107968,0.002561,2780.9321,3056.0
1151,resnet101_bs64_workers4_cpus4,resnet101,8,64,4,4,2.535431,33.651111,66.802222,2.67408,31.08,64.44,84.601163,590.4762,0.108252,0.000272,0.10798,0.002512,2780.9321,3056.0
1151,resnet101_bs64_workers4_cpus4,resnet101,9,64,4,4,2.324275,37.957778,71.24,2.516172,35.28,66.6,83.725015,589.718,0.108392,0.000423,0.107969,0.003899,2780.9321,3056.0
1151,resnet101_bs64_workers4_cpus4,resnet101,10,64,4,4,2.142739,42.126667,74.868889,2.339762,38.24,71.62,86.179505,590.0493,0.108331,0.000431,0.107899,0.003981,2780.9321,3056.0
1151,resnet101_bs64_workers4_cpus4,resnet101,11,64,4,4,1.996495,45.475556,77.888889,2.285724,40.34,73.16,83.58607,589.7848,0.108379,0.000471,0.107909,0.004342,2780.9321,3056.0
1151,resnet101_bs64_workers4_cpus4,resnet101,12,64,4,4,1.857861,48.511111,80.415556,2.042705,45.5,77.6,84.436438,590.1829,0.108306,0.000442,0.107864,0.00408,2780.9321,3056.0
1151,resnet101_bs64_workers4_cpus4,resnet101,13,64,4,4,1.720696,51.902222,82.866667,1.848173,48.98,80.9,87.489473,589.5391,0.108424,0.000412,0.108013,0.003796,2780.9321,3056.0
1151,resnet101_bs64_workers4_cpus4,resnet101,14,64,4,4,1.577619,55.324444,85.388889,1.865142,48.84,80.7,82.021802,589.3894,0.108452,0.000383,0.108069,0.003528,2780.9321,3056.0
1151,resnet101_bs64_workers4_cpus4,resnet101,15,64,4,4,1.433812,58.904444,87.495556,1.656389,54.06,84.22,82.934954,589.3785,0.108454,0.000395,0.108059,0.003641,2780.9321,3056.0
1151,resnet101_bs64_workers4_cpus4,resnet101,16,64,4,4,1.269002,63.266667,89.877778,1.51123,57.36,86.52,82.690107,589.1462,0.108497,0.00037,0.108127,0.00341,2780.9321,3056.0
1151,resnet101_bs64_workers4_cpus4,resnet101,17,64,4,4,1.123602,66.968889,91.971111,1.352324,62.3,88.8,83.391896,589.6903,0.108397,0.000355,0.108041,0.00328,2780.9321,3056.0
1151,resnet101_bs64_workers4_cpus4,resnet101,18,64,4,4,0.966555,71.577778,93.755556,1.274473,63.24,89.56,83.614554,589.2204,0.108483,0.000357,0.108127,0.003287,2780.9321,3056.0
1151,resnet101_bs64_workers4_cpus4,resnet101,19,64,4,4,0.84051,74.948889,95.064444,1.211827,65.42,90.44,87.39394,589.2348,0.10848,0.000368,0.108113,0.003388,2780.9321,3056.0
1151,resnet101_bs64_workers4_cpus4,resnet101,20,64,4,4,0.762689,77.58,95.884444,1.167727,66.58,90.98,83.099274,589.1274,0.1085,0.000417,0.108084,0.003839,2780.9321,3056.0
