job_id,experiment_name,model_name,gpu_name,samples,gpu_memory_total_mb,nvidia_smi_max_memory_used_mb,nvidia_smi_avg_memory_used_mb,nvidia_smi_avg_gpu_utilization,nvidia_smi_max_gpu_utilization,nvidia_smi_avg_memory_utilization,nvidia_smi_max_memory_utilization,nvidia_smi_avg_power_draw_w,nvidia_smi_max_power_draw_w,nvidia_smi_avg_temperature_c,nvidia_smi_max_temperature_c
1147,resnet152_bs64_workers4_cpus4,resnet152,Tesla V100-SXM2-32GB,2406,32768.0,4840.0,4823.3167,92.0025,99.0,55.6334,60.0,246.6057,284.24,64.1234,69.0
