timestamp, index, name, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.used [MiB], memory.free [MiB], power.draw [W], temperature.gpu
2026/06/18 12:18:16.458, 0, Tesla V100-SXM2-32GB, 96 %, 58 %, 32768 MiB, 4812 MiB, 27683 MiB, 255.00 W, 61
2026/06/18 12:18:17.459, 0, Tesla V100-SXM2-32GB, 96 %, 58 %, 32768 MiB, 4812 MiB, 27683 MiB, 245.03 W, 61
2026/06/18 12:18:18.461, 0, Tesla V100-SXM2-32GB, 96 %, 59 %, 32768 MiB, 4812 MiB, 27683 MiB, 259.32 W, 61
2026/06/18 12:18:19.462, 0, Tesla V100-SXM2-32GB, 95 %, 57 %, 32768 MiB, 4812 MiB, 27683 MiB, 252.01 W, 62
2026/06/18 12:18:20.463, 0, Tesla V100-SXM2-32GB, 96 %, 58 %, 32768 MiB, 4812 MiB, 27683 MiB, 244.55 W, 61
2026/06/18 12:18:21.465, 0, Tesla V100-SXM2-32GB, 96 %, 58 %, 32768 MiB, 4812 MiB, 27683 MiB, 253.74 W, 62
2026/06/18 12:18:22.467, 0, Tesla V100-SXM2-32GB, 96 %, 58 %, 32768 MiB, 4812 MiB, 27683 MiB, 257.89 W, 62
2026/06/18 12:18:23.468, 0, Tesla V100-SXM2-32GB, 96 %, 58 %, 32768 MiB, 4812 MiB, 27683 MiB, 240.42 W, 61
2026/06/18 12:18:24.469, 0, Tesla V100-SXM2-32GB, 96 %, 59 %, 32768 MiB, 4812 MiB, 27683 MiB, 260.93 W, 62
2026/06/18 12:18:25.471, 0, Tesla V100-SXM2-32GB, 96 %, 58 %, 32768 MiB, 4812 MiB, 27683 MiB, 260.15 W, 62
2026/06/18 12:18:26.472, 0, Tesla V100-SXM2-32GB, 96 %, 58 %, 32768 MiB, 4812 MiB, 27683 MiB, 255.68 W, 62
2026/06/18 12:18:27.483, 0, Tesla V100-SXM2-32GB, 96 %, 59 %, 32768 MiB, 4812 MiB, 27683 MiB, 257.89 W, 62
2026/06/18 12:18:28.484, 0, Tesla V100-SXM2-32GB, 96 %, 57 %, 32768 MiB, 4812 MiB, 27683 MiB, 260.10 W, 62
2026/06/18 12:18:29.486, 0, Tesla V100-SXM2-32GB, 96 %, 58 %, 32768 MiB, 4812 MiB, 27683 MiB, 250.13 W, 62
2026/06/18 12:18:30.487, 0, Tesla V100-SXM2-32GB, 96 %, 59 %, 32768 MiB, 4812 MiB, 27683 MiB, 260.45 W, 63
2026/06/18 12:18:31.489, 0, Tesla V100-SXM2-32GB, 96 %, 57 %, 32768 MiB, 4812 MiB, 27683 MiB, 257.24 W, 63
2026/06/18 12:18:32.490, 0, Tesla V100-SXM2-32GB, 96 %, 58 %, 32768 MiB, 4812 MiB, 27683 MiB, 246.62 W, 62
2026/06/18 12:18:33.491, 0, Tesla V100-SXM2-32GB, 95 %, 58 %, 32768 MiB, 4812 MiB, 27683 MiB, 250.89 W, 63
2026/06/18 12:18:34.493, 0, Tesla V100-SXM2-32GB, 96 %, 57 %, 32768 MiB, 4812 MiB, 27683 MiB, 255.51 W, 63
2026/06/18 12:18:35.494, 0, Tesla V100-SXM2-32GB, 96 %, 58 %, 32768 MiB, 4812 MiB, 27683 MiB, 196.87 W, 63
2026/06/18 12:18:36.496, 0, Tesla V100-SXM2-32GB, 96 %, 57 %, 32768 MiB, 4812 MiB, 27683 MiB, 251.36 W, 63
2026/06/18 12:18:37.497, 0, Tesla V100-SXM2-32GB, 96 %, 58 %, 32768 MiB, 4812 MiB, 27683 MiB, 229.63 W, 63
2026/06/18 12:18:38.499, 0, Tesla V100-SXM2-32GB, 96 %, 59 %, 32768 MiB, 4812 MiB, 27683 MiB, 259.50 W, 63
2026/06/18 12:18:39.500, 0, Tesla V100-SXM2-32GB, 96 %, 58 %, 32768 MiB, 4812 MiB, 27683 MiB, 261.53 W, 63
2026/06/18 12:18:40.502, 0, Tesla V100-SXM2-32GB, 96 %, 57 %, 32768 MiB, 4812 MiB, 27683 MiB, 228.83 W, 63
2026/06/18 12:18:41.503, 0, Tesla V100-SXM2-32GB, 96 %, 59 %, 32768 MiB, 4812 MiB, 27683 MiB, 255.51 W, 63
2026/06/18 12:18:42.504, 0, Tesla V100-SXM2-32GB, 79 %, 48 %, 32768 MiB, 4812 MiB, 27683 MiB, 261.45 W, 62
2026/06/18 12:18:43.506, 0, Tesla V100-SXM2-32GB, 96 %, 58 %, 32768 MiB, 4812 MiB, 27683 MiB, 255.38 W, 63
2026/06/18 12:18:44.508, 0, Tesla V100-SXM2-32GB, 96 %, 58 %, 32768 MiB, 4812 MiB, 27683 MiB, 205.22 W, 63
2026/06/18 12:18:45.509, 0, Tesla V100-SXM2-32GB, 96 %, 59 %, 32768 MiB, 4812 MiB, 27683 MiB, 258.85 W, 63
2026/06/18 12:18:46.511, 0, Tesla V100-SXM2-32GB, 96 %, 58 %, 32768 MiB, 4812 MiB, 27683 MiB, 254.56 W, 63
2026/06/18 12:18:47.512, 0, Tesla V100-SXM2-32GB, 96 %, 59 %, 32768 MiB, 4812 MiB, 27683 MiB, 242.97 W, 63
2026/06/18 12:18:48.514, 0, Tesla V100-SXM2-32GB, 96 %, 58 %, 32768 MiB, 4812 MiB, 27683 MiB, 266.17 W, 63
2026/06/18 12:18:49.515, 0, Tesla V100-SXM2-32GB, 96 %, 59 %, 32768 MiB, 4812 MiB, 27683 MiB, 262.18 W, 64
2026/06/18 12:18:50.517, 0, Tesla V100-SXM2-32GB, 96 %, 58 %, 32768 MiB, 4812 MiB, 27683 MiB, 240.10 W, 64
2026/06/18 12:18:51.518, 0, Tesla V100-SXM2-32GB, 96 %, 58 %, 32768 MiB, 4812 MiB, 27683 MiB, 264.86 W, 63
2026/06/18 12:18:52.519, 0, Tesla V100-SXM2-32GB, 96 %, 58 %, 32768 MiB, 4812 MiB, 27683 MiB, 255.72 W, 64
2026/06/18 12:18:53.521, 0, Tesla V100-SXM2-32GB, 96 %, 58 %, 32768 MiB, 4812 MiB, 27683 MiB, 248.84 W, 64
2026/06/18 12:18:54.522, 0, Tesla V100-SXM2-32GB, 96 %, 58 %, 32768 MiB, 4812 MiB, 27683 MiB, 267.24 W, 64
2026/06/18 12:18:55.524, 0, Tesla V100-SXM2-32GB, 96 %, 59 %, 32768 MiB, 4812 MiB, 27683 MiB, 247.08 W, 64
2026/06/18 12:18:56.525, 0, Tesla V100-SXM2-32GB, 96 %, 58 %, 32768 MiB, 4812 MiB, 27683 MiB, 261.23 W, 64
2026/06/18 12:18:57.527, 0, Tesla V100-SXM2-32GB, 96 %, 58 %, 32768 MiB, 4812 MiB, 27683 MiB, 264.21 W, 64
2026/06/18 12:18:58.528, 0, Tesla V100-SXM2-32GB, 96 %, 59 %, 32768 MiB, 4812 MiB, 27683 MiB, 260.75 W, 64
2026/06/18 12:18:59.530, 0, Tesla V100-SXM2-32GB, 96 %, 58 %, 32768 MiB, 4812 MiB, 27683 MiB, 255.51 W, 64
2026/06/18 12:19:00.531, 0, Tesla V100-SXM2-32GB, 96 %, 58 %, 32768 MiB, 4812 MiB, 27683 MiB, 260.75 W, 64
2026/06/18 12:19:01.533, 0, Tesla V100-SXM2-32GB, 96 %, 59 %, 32768 MiB, 4812 MiB, 27683 MiB, 251.05 W, 64
2026/06/18 12:19:02.534, 0, Tesla V100-SXM2-32GB, 96 %, 58 %, 32768 MiB, 4812 MiB, 27683 MiB, 259.80 W, 64
2026/06/18 12:19:03.535, 0, Tesla V100-SXM2-32GB, 96 %, 58 %, 32768 MiB, 4812 MiB, 27683 MiB, 255.65 W, 64
2026/06/18 12:19:04.537, 0, Tesla V100-SXM2-32GB, 96 %, 59 %, 32768 MiB, 4812 MiB, 27683 MiB, 254.69 W, 64
2026/06/18 12:19:05.538, 0, Tesla V100-SXM2-32GB, 96 %, 57 %, 32768 MiB, 4812 MiB, 27683 MiB, 254.52 W, 64
2026/06/18 12:19:06.540, 0, Tesla V100-SXM2-32GB, 96 %, 58 %, 32768 MiB, 4812 MiB, 27683 MiB, 256.46 W, 64
2026/06/18 12:19:07.541, 0, Tesla V100-SXM2-32GB, 96 %, 60 %, 32768 MiB, 4812 MiB, 27683 MiB, 258.50 W, 64
2026/06/18 12:19:08.542, 0, Tesla V100-SXM2-32GB, 96 %, 57 %, 32768 MiB, 4812 MiB, 27683 MiB, 251.22 W, 64
2026/06/18 12:19:09.544, 0, Tesla V100-SXM2-32GB, 96 %, 58 %, 32768 MiB, 4812 MiB, 27683 MiB, 158.10 W, 64
2026/06/18 12:19:10.546, 0, Tesla V100-SXM2-32GB, 96 %, 58 %, 32768 MiB, 4812 MiB, 27683 MiB, 255.34 W, 64
2026/06/18 12:19:11.547, 0, Tesla V100-SXM2-32GB, 95 %, 59 %, 32768 MiB, 4812 MiB, 27683 MiB, 255.34 W, 64
2026/06/18 12:19:12.548, 0, Tesla V100-SXM2-32GB, 96 %, 58 %, 32768 MiB, 4812 MiB, 27683 MiB, 252.96 W, 64
2026/06/18 12:19:13.550, 0, Tesla V100-SXM2-32GB, 96 %, 57 %, 32768 MiB, 4812 MiB, 27683 MiB, 247.39 W, 64
2026/06/18 12:19:14.552, 0, Tesla V100-SXM2-32GB, 96 %, 59 %, 32768 MiB, 4812 MiB, 27683 MiB, 248.05 W, 64
2026/06/18 12:19:15.554, 0, Tesla V100-SXM2-32GB, 96 %, 58 %, 32768 MiB, 4812 MiB, 27683 MiB, 258.55 W, 64
2026/06/18 12:19:16.556, 0, Tesla V100-SXM2-32GB, 96 %, 59 %, 32768 MiB, 4812 MiB, 27683 MiB, 258.72 W, 64
2026/06/18 12:19:17.558, 0, Tesla V100-SXM2-32GB, 85 %, 50 %, 32768 MiB, 4812 MiB, 27683 MiB, 259.63 W, 64
2026/06/18 12:19:18.560, 0, Tesla V100-SXM2-32GB, 92 %, 57 %, 32768 MiB, 4812 MiB, 27683 MiB, 267.72 W, 64
2026/06/18 12:19:19.562, 0, Tesla V100-SXM2-32GB, 96 %, 57 %, 32768 MiB, 4812 MiB, 27683 MiB, 258.59 W, 64
2026/06/18 12:19:20.565, 0, Tesla V100-SXM2-32GB, 96 %, 58 %, 32768 MiB, 4812 MiB, 27683 MiB, 226.10 W, 64
2026/06/18 12:19:21.568, 0, Tesla V100-SXM2-32GB, 95 %, 59 %, 32768 MiB, 4812 MiB, 27683 MiB, 255.99 W, 64
2026/06/18 12:19:22.570, 0, Tesla V100-SXM2-32GB, 96 %, 58 %, 32768 MiB, 4812 MiB, 27683 MiB, 253.78 W, 64
2026/06/18 12:19:23.572, 0, Tesla V100-SXM2-32GB, 50 %, 30 %, 32768 MiB, 4812 MiB, 27683 MiB, 255.45 W, 64
2026/06/18 12:19:24.574, 0, Tesla V100-SXM2-32GB, 96 %, 59 %, 32768 MiB, 4812 MiB, 27683 MiB, 236.61 W, 64
2026/06/18 12:19:25.576, 0, Tesla V100-SXM2-32GB, 96 %, 58 %, 32768 MiB, 4812 MiB, 27683 MiB, 259.67 W, 64
2026/06/18 12:19:26.578, 0, Tesla V100-SXM2-32GB, 96 %, 58 %, 32768 MiB, 4812 MiB, 27683 MiB, 254.56 W, 64
2026/06/18 12:19:27.580, 0, Tesla V100-SXM2-32GB, 96 %, 59 %, 32768 MiB, 4812 MiB, 27683 MiB, 239.63 W, 64
2026/06/18 12:19:28.582, 0, Tesla V100-SXM2-32GB, 96 %, 58 %, 32768 MiB, 4812 MiB, 27683 MiB, 256.77 W, 64
2026/06/18 12:19:29.584, 0, Tesla V100-SXM2-32GB, 96 %, 58 %, 32768 MiB, 4812 MiB, 27683 MiB, 261.45 W, 64
2026/06/18 12:19:30.586, 0, Tesla V100-SXM2-32GB, 96 %, 59 %, 32768 MiB, 4812 MiB, 27683 MiB, 232.32 W, 64
2026/06/18 12:19:31.588, 0, Tesla V100-SXM2-32GB, 96 %, 58 %, 32768 MiB, 4812 MiB, 27683 MiB, 263.73 W, 64
2026/06/18 12:19:32.591, 0, Tesla V100-SXM2-32GB, 96 %, 58 %, 32768 MiB, 4812 MiB, 27683 MiB, 257.55 W, 64
2026/06/18 12:19:33.593, 0, Tesla V100-SXM2-32GB, 96 %, 59 %, 32768 MiB, 4812 MiB, 27683 MiB, 227.55 W, 64
2026/06/18 12:19:34.594, 0, Tesla V100-SXM2-32GB, 96 %, 58 %, 32768 MiB, 4812 MiB, 27683 MiB, 255.47 W, 65
2026/06/18 12:19:35.596, 0, Tesla V100-SXM2-32GB, 96 %, 58 %, 32768 MiB, 4812 MiB, 27683 MiB, 257.89 W, 65
2026/06/18 12:19:36.598, 0, Tesla V100-SXM2-32GB, 96 %, 59 %, 32768 MiB, 4812 MiB, 27683 MiB, 216.11 W, 65
2026/06/18 12:19:37.600, 0, Tesla V100-SXM2-32GB, 87 %, 53 %, 32768 MiB, 4812 MiB, 27683 MiB, 256.20 W, 64
2026/06/18 12:19:38.602, 0, Tesla V100-SXM2-32GB, 96 %, 59 %, 32768 MiB, 4812 MiB, 27683 MiB, 242.81 W, 64
2026/06/18 12:19:39.604, 0, Tesla V100-SXM2-32GB, 96 %, 58 %, 32768 MiB, 4812 MiB, 27683 MiB, 272.48 W, 64
2026/06/18 12:19:40.606, 0, Tesla V100-SXM2-32GB, 96 %, 58 %, 32768 MiB, 4812 MiB, 27683 MiB, 254.87 W, 65
2026/06/18 12:19:41.608, 0, Tesla V100-SXM2-32GB, 96 %, 59 %, 32768 MiB, 4812 MiB, 27683 MiB, 255.04 W, 65
2026/06/18 12:19:42.611, 0, Tesla V100-SXM2-32GB, 96 %, 58 %, 32768 MiB, 4812 MiB, 27683 MiB, 272.77 W, 64
2026/06/18 12:19:43.613, 0, Tesla V100-SXM2-32GB, 96 %, 58 %, 32768 MiB, 4812 MiB, 27683 MiB, 262.06 W, 65
2026/06/18 12:19:44.615, 0, Tesla V100-SXM2-32GB, 96 %, 59 %, 32768 MiB, 4812 MiB, 27683 MiB, 257.42 W, 65
2026/06/18 12:19:45.617, 0, Tesla V100-SXM2-32GB, 96 %, 58 %, 32768 MiB, 4812 MiB, 27683 MiB, 268.67 W, 64
2026/06/18 12:19:46.619, 0, Tesla V100-SXM2-32GB, 96 %, 58 %, 32768 MiB, 4812 MiB, 27683 MiB, 249.77 W, 65
2026/06/18 12:19:47.622, 0, Tesla V100-SXM2-32GB, 99 %, 57 %, 32768 MiB, 4812 MiB, 27683 MiB, 251.80 W, 64
2026/06/18 12:19:48.624, 0, Tesla V100-SXM2-32GB, 99 %, 56 %, 32768 MiB, 4812 MiB, 27683 MiB, 245.32 W, 65
2026/06/18 12:19:49.627, 0, Tesla V100-SXM2-32GB, 99 %, 54 %, 32768 MiB, 4812 MiB, 27683 MiB, 260.28 W, 65
2026/06/18 12:19:50.629, 0, Tesla V100-SXM2-32GB, 99 %, 55 %, 32768 MiB, 4812 MiB, 27683 MiB, 254.56 W, 65
2026/06/18 12:19:51.632, 0, Tesla V100-SXM2-32GB, 0 %, 0 %, 32768 MiB, 4812 MiB, 27683 MiB, 78.31 W, 59
2026/06/18 12:19:52.633, 0, Tesla V100-SXM2-32GB, 8 %, 0 %, 32768 MiB, 4812 MiB, 27683 MiB, 78.14 W, 58
2026/06/18 12:19:53.635, 0, Tesla V100-SXM2-32GB, 29 %, 14 %, 32768 MiB, 4812 MiB, 27683 MiB, 179.28 W, 60
2026/06/18 12:19:54.636, 0, Tesla V100-SXM2-32GB, 96 %, 58 %, 32768 MiB, 4812 MiB, 27683 MiB, 255.11 W, 63
2026/06/18 12:19:55.639, 0, Tesla V100-SXM2-32GB, 95 %, 59 %, 32768 MiB, 4812 MiB, 27683 MiB, 259.24 W, 63
2026/06/18 12:19:56.640, 0, Tesla V100-SXM2-32GB, 95 %, 57 %, 32768 MiB, 4812 MiB, 27683 MiB, 236.77 W, 63
2026/06/18 12:19:57.642, 0, Tesla V100-SXM2-32GB, 96 %, 58 %, 32768 MiB, 4812 MiB, 27683 MiB, 264.32 W, 64
2026/06/18 12:19:58.643, 0, Tesla V100-SXM2-32GB, 96 %, 58 %, 32768 MiB, 4812 MiB, 27683 MiB, 256.37 W, 64
2026/06/18 12:19:59.645, 0, Tesla V100-SXM2-32GB, 96 %, 58 %, 32768 MiB, 4812 MiB, 27683 MiB, 220.55 W, 64
2026/06/18 12:20:00.646, 0, Tesla V100-SXM2-32GB, 95 %, 58 %, 32768 MiB, 4812 MiB, 27683 MiB, 265.16 W, 64
2026/06/18 12:20:01.647, 0, Tesla V100-SXM2-32GB, 96 %, 58 %, 32768 MiB, 4812 MiB, 27683 MiB, 256.46 W, 64
2026/06/18 12:20:02.649, 0, Tesla V100-SXM2-32GB, 96 %, 58 %, 32768 MiB, 4812 MiB, 27683 MiB, 209.72 W, 64
2026/06/18 12:20:03.650, 0, Tesla V100-SXM2-32GB, 96 %, 59 %, 32768 MiB, 4812 MiB, 27683 MiB, 264.69 W, 64
2026/06/18 12:20:04.652, 0, Tesla V100-SXM2-32GB, 96 %, 58 %, 32768 MiB, 4812 MiB, 27683 MiB, 246.46 W, 64
2026/06/18 12:20:05.653, 0, Tesla V100-SXM2-32GB, 96 %, 57 %, 32768 MiB, 4812 MiB, 27683 MiB, 257.42 W, 64
2026/06/18 12:20:06.655, 0, Tesla V100-SXM2-32GB, 96 %, 58 %, 32768 MiB, 4812 MiB, 27683 MiB, 263.14 W, 64
2026/06/18 12:20:07.656, 0, Tesla V100-SXM2-32GB, 96 %, 59 %, 32768 MiB, 4812 MiB, 27683 MiB, 248.98 W, 64
2026/06/18 12:20:08.657, 0, Tesla V100-SXM2-32GB, 96 %, 58 %, 32768 MiB, 4812 MiB, 27683 MiB, 256.64 W, 64
2026/06/18 12:20:09.659, 0, Tesla V100-SXM2-32GB, 96 %, 57 %, 32768 MiB, 4812 MiB, 27683 MiB, 254.73 W, 64
2026/06/18 12:20:10.660, 0, Tesla V100-SXM2-32GB, 80 %, 47 %, 32768 MiB, 4812 MiB, 27683 MiB, 266.17 W, 64
2026/06/18 12:20:11.662, 0, Tesla V100-SXM2-32GB, 95 %, 58 %, 32768 MiB, 4812 MiB, 27683 MiB, 256.64 W, 64
2026/06/18 12:20:12.663, 0, Tesla V100-SXM2-32GB, 96 %, 57 %, 32768 MiB, 4812 MiB, 27683 MiB, 249.46 W, 64
2026/06/18 12:20:13.665, 0, Tesla V100-SXM2-32GB, 96 %, 59 %, 32768 MiB, 4812 MiB, 27683 MiB, 255.51 W, 64
2026/06/18 12:20:14.666, 0, Tesla V100-SXM2-32GB, 96 %, 58 %, 32768 MiB, 4812 MiB, 27683 MiB, 262.54 W, 64
2026/06/18 12:20:15.668, 0, Tesla V100-SXM2-32GB, 96 %, 58 %, 32768 MiB, 4812 MiB, 27683 MiB, 247.89 W, 64
2026/06/18 12:20:16.670, 0, Tesla V100-SXM2-32GB, 96 %, 59 %, 32768 MiB, 4812 MiB, 27683 MiB, 254.25 W, 64
2026/06/18 12:20:17.672, 0, Tesla V100-SXM2-32GB, 96 %, 58 %, 32768 MiB, 4812 MiB, 27683 MiB, 259.15 W, 64
2026/06/18 12:20:18.674, 0, Tesla V100-SXM2-32GB, 96 %, 59 %, 32768 MiB, 4812 MiB, 27683 MiB, 244.72 W, 64
2026/06/18 12:20:19.676, 0, Tesla V100-SXM2-32GB, 96 %, 59 %, 32768 MiB, 4812 MiB, 27683 MiB, 246.31 W, 64
2026/06/18 12:20:20.678, 0, Tesla V100-SXM2-32GB, 96 %, 58 %, 32768 MiB, 4812 MiB, 27683 MiB, 250.75 W, 65
2026/06/18 12:20:21.680, 0, Tesla V100-SXM2-32GB, 96 %, 58 %, 32768 MiB, 4812 MiB, 27683 MiB, 257.55 W, 65
2026/06/18 12:20:22.683, 0, Tesla V100-SXM2-32GB, 96 %, 59 %, 32768 MiB, 4812 MiB, 27683 MiB, 240.43 W, 64
2026/06/18 12:20:23.684, 0, Tesla V100-SXM2-32GB, 96 %, 58 %, 32768 MiB, 4812 MiB, 27683 MiB, 265.22 W, 64
2026/06/18 12:20:24.686, 0, Tesla V100-SXM2-32GB, 96 %, 58 %, 32768 MiB, 4812 MiB, 27683 MiB, 261.88 W, 65
2026/06/18 12:20:25.687, 0, Tesla V100-SXM2-32GB, 96 %, 59 %, 32768 MiB, 4812 MiB, 27683 MiB, 232.49 W, 65
2026/06/18 12:20:26.690, 0, Tesla V100-SXM2-32GB, 95 %, 58 %, 32768 MiB, 4812 MiB, 27683 MiB, 252.31 W, 65
2026/06/18 12:20:27.692, 0, Tesla V100-SXM2-32GB, 96 %, 58 %, 32768 MiB, 4812 MiB, 27683 MiB, 267.60 W, 65
2026/06/18 12:20:28.694, 0, Tesla V100-SXM2-32GB, 96 %, 59 %, 32768 MiB, 4812 MiB, 27683 MiB, 225.32 W, 64
2026/06/18 12:20:29.696, 0, Tesla V100-SXM2-32GB, 96 %, 58 %, 32768 MiB, 4812 MiB, 27683 MiB, 270.94 W, 65
2026/06/18 12:20:30.698, 0, Tesla V100-SXM2-32GB, 96 %, 58 %, 32768 MiB, 4812 MiB, 27683 MiB, 260.28 W, 65
2026/06/18 12:20:31.701, 0, Tesla V100-SXM2-32GB, 96 %, 59 %, 32768 MiB, 4812 MiB, 27683 MiB, 217.02 W, 65
2026/06/18 12:20:32.703, 0, Tesla V100-SXM2-32GB, 88 %, 53 %, 32768 MiB, 4812 MiB, 27683 MiB, 257.63 W, 64
2026/06/18 12:20:33.704, 0, Tesla V100-SXM2-32GB, 96 %, 58 %, 32768 MiB, 4812 MiB, 27683 MiB, 257.80 W, 65
2026/06/18 12:20:34.706, 0, Tesla V100-SXM2-32GB, 95 %, 59 %, 32768 MiB, 4812 MiB, 27683 MiB, 259.72 W, 65
2026/06/18 12:20:35.709, 0, Tesla V100-SXM2-32GB, 96 %, 57 %, 32768 MiB, 4812 MiB, 27683 MiB, 249.82 W, 65
2026/06/18 12:20:36.711, 0, Tesla V100-SXM2-32GB, 96 %, 58 %, 32768 MiB, 4812 MiB, 27683 MiB, 253.47 W, 65
2026/06/18 12:20:37.713, 0, Tesla V100-SXM2-32GB, 95 %, 59 %, 32768 MiB, 4812 MiB, 27683 MiB, 260.15 W, 64
2026/06/18 12:20:38.714, 0, Tesla V100-SXM2-32GB, 96 %, 58 %, 32768 MiB, 4812 MiB, 27683 MiB, 260.10 W, 65
