job_id,experiment_name,model_name,batch_size,num_workers,cpus_per_task,epochs,optimizer,learning_rate,scheduler,amp,total_runtime_sec,avg_samples_per_sec,avg_step_time_sec,avg_data_time_sec,avg_compute_time_sec,data_time_ratio,best_val_loss,best_val_top1,best_val_top5,final_test_loss,final_test_top1,final_test_top5,torch_peak_allocated_mb,torch_peak_reserved_mb,success,error
1148,resnet18_bs128_workers4_cpus4,resnet18,128,4,4,20,sgd,0.1,cosine,false,333.833256,3213.636,0.039781,0.000597,0.039184,0.015006,1.119248,69.98,91.46,1.094791,70.38,91.29,915.0059,1342.0,true,
