job_id,experiment_name,model_name,epoch,step,batch_size,num_workers,cpus_per_task,loss,top1,top5,data_time_sec,compute_time_sec,step_time_sec,samples_per_sec,torch_mem_allocated_mb,torch_mem_reserved_mb,torch_max_mem_allocated_mb,torch_max_mem_reserved_mb
1149,resnet34_bs128_workers4_cpus4,resnet34,1,1,128,4,4,4.733074,0.78125,3.90625,0.553279,1.038649,1.591928,80.4057,183.3657,1764.0,1202.8286,1764.0
1149,resnet34_bs128_workers4_cpus4,resnet34,1,2,128,4,4,4.812468,0.78125,4.6875,0.000451,0.074782,0.075234,1701.3682,183.3657,1764.0,1287.0684,1764.0
1149,resnet34_bs128_workers4_cpus4,resnet34,1,3,128,4,4,5.364905,3.125,10.9375,0.000371,0.074412,0.074783,1711.6184,183.3657,1764.0,1287.0684,1764.0
1149,resnet34_bs128_workers4_cpus4,resnet34,1,4,128,4,4,6.039966,2.34375,4.6875,0.000182,0.071346,0.071528,1789.5063,183.3657,1764.0,1287.0684,1764.0
1149,resnet34_bs128_workers4_cpus4,resnet34,1,5,128,4,4,6.179774,0.78125,6.25,0.00029,0.071214,0.071504,1790.1075,183.3657,1764.0,1287.0684,1764.0
1149,resnet34_bs128_workers4_cpus4,resnet34,1,6,128,4,4,5.790483,1.5625,6.25,0.000331,0.069965,0.070296,1820.8723,183.3657,1764.0,1287.0684,1764.0
1149,resnet34_bs128_workers4_cpus4,resnet34,1,7,128,4,4,5.075345,0.78125,7.8125,0.000292,0.069081,0.069373,1845.0964,183.3657,1764.0,1287.0684,1764.0
1149,resnet34_bs128_workers4_cpus4,resnet34,1,8,128,4,4,5.859575,1.5625,5.46875,0.000171,0.068473,0.068644,1864.6854,183.3657,1764.0,1287.0684,1764.0
1149,resnet34_bs128_workers4_cpus4,resnet34,1,9,128,4,4,5.179226,2.34375,5.46875,0.000263,0.069598,0.069861,1832.214,183.3657,1764.0,1287.0684,1764.0
1149,resnet34_bs128_workers4_cpus4,resnet34,1,10,128,4,4,5.402889,0.0,6.25,0.0002,0.069016,0.069216,1849.2747,183.3657,1764.0,1287.0684,1764.0
1149,resnet34_bs128_workers4_cpus4,resnet34,1,11,128,4,4,5.733408,0.0,3.125,0.000312,0.069142,0.069454,1842.9391,183.3657,1764.0,1287.0684,1764.0
1149,resnet34_bs128_workers4_cpus4,resnet34,1,12,128,4,4,4.869025,1.5625,3.125,0.000224,0.069048,0.069272,1847.7804,183.3657,1764.0,1287.0684,1764.0
1149,resnet34_bs128_workers4_cpus4,resnet34,1,13,128,4,4,4.941457,1.5625,5.46875,0.000321,0.069403,0.069724,1835.82,183.3657,1764.0,1287.0684,1764.0
1149,resnet34_bs128_workers4_cpus4,resnet34,1,14,128,4,4,5.389978,1.5625,6.25,0.000374,0.069065,0.069439,1843.3405,183.3657,1764.0,1287.0684,1764.0
1149,resnet34_bs128_workers4_cpus4,resnet34,1,15,128,4,4,5.274458,1.5625,7.03125,0.000291,0.069147,0.069438,1843.3795,183.3657,1764.0,1287.0684,1764.0
1149,resnet34_bs128_workers4_cpus4,resnet34,1,16,128,4,4,5.276521,0.78125,3.90625,0.000231,0.069357,0.069588,1839.3874,183.3657,1764.0,1287.0684,1764.0
1149,resnet34_bs128_workers4_cpus4,resnet34,1,17,128,4,4,5.20235,0.0,3.125,0.000337,0.069189,0.069526,1841.0295,183.3657,1764.0,1287.0684,1764.0
1149,resnet34_bs128_workers4_cpus4,resnet34,1,18,128,4,4,4.949265,1.5625,7.8125,0.000347,0.06947,0.069817,1833.3709,183.3657,1764.0,1287.0684,1764.0
1149,resnet34_bs128_workers4_cpus4,resnet34,1,19,128,4,4,4.907056,0.78125,4.6875,0.000301,0.069131,0.069433,1843.5083,183.3657,1764.0,1287.0684,1764.0
1149,resnet34_bs128_workers4_cpus4,resnet34,1,20,128,4,4,5.045178,3.125,10.9375,0.001105,0.069388,0.070492,1815.8052,183.3657,1764.0,1287.0684,1764.0
1149,resnet34_bs128_workers4_cpus4,resnet34,1,21,128,4,4,5.464101,0.0,5.46875,0.000283,0.0695,0.069783,1834.2605,183.3657,1764.0,1287.0684,1764.0
1149,resnet34_bs128_workers4_cpus4,resnet34,1,22,128,4,4,5.000181,2.34375,7.03125,0.000359,0.068957,0.069316,1846.617,183.3657,1764.0,1287.0684,1764.0
